n,scammer,conversation_days,number_of_conversations,outbounds,inbounds,strategy
99,scammer_241,0.1407986111111111,52, 28, 24,gpt-4-Chat1
100,scammer_247,0.6851736111111111,5, 3, 2,gpt-3.5-turbo-Chat2
101,scammer_249,0.6050231481481482,12, 6, 6,gpt-3.5-turbo-Chat2
102,scammer_250,0.06355324074074074,10, 6, 4,gpt-4-Chat1
103,scammer_253,0.8824421296296296,8, 5, 3,gpt-4-Chat1
104,scammer_254,0.2762384259259259,14, 8, 6,gpt-4-Chat1
105,scammer_257,10.560949074074074,20, 11, 9,gpt-4-Chat1
106,scammer_258,0.0005671296296296297,3, 2, 1,gpt-4-Chat1
107,scammer_259,5.049166666666666,7, 4, 3,gpt-4-Chat1
108,scammer_260,1.7616550925925927,13, 7, 6,gpt-4-Chat1
109,scammer_263,0.8667939814814815,7, 4, 3,gpt-4-Chat1
110,scammer_265,5.600532407407408,5, 3, 2,gpt-3.5-turbo-Chat2
111,scammer_268,0.13456018518518517,9, 5, 4,gpt-3.5-turbo-Chat2
112,scammer_270,0.04842592592592593,23, 12, 11,gpt-3.5-turbo-Chat2
113,scammer_271,4.305127314814815,92, 80, 12,gpt-4-Chat1
114,scammer_283,0.04170138888888889,4, 2, 2,gpt-3.5-turbo-Chat2
115,scammer_289,0.11135416666666667,3, 2, 1,gpt-4-Chat1
116,scammer_290,0.02861111111111111,3, 2, 1,gpt-3.5-turbo-Chat2
117,scammer_291,1.3458333333333334,4, 2, 2,gpt-4-Chat1
118,scammer_295,0.4773148148148148,5, 3, 2,gpt-4-Chat1
119,scammer_296,2.0102546296296295,14, 8, 6,gpt-3.5-turbo-Chat2
120,scammer_297,5.849375,15, 8, 7,gpt-4-Chat1
121,scammer_301,7.427789351851852,23, 15, 8,gpt-4-Chat1
122,scammer_303,1.5000694444444445,8, 4, 4,gpt-4-Chat1
123,scammer_305,0.0008217592592592593,3, 2, 1,gpt-3.5-turbo-Chat2
124,scammer_306,5.999988425925926,9, 5, 4,gpt-4-Chat1
125,scammer_307,4.729803240740741,22, 12, 10,gpt-4-Chat1
126,scammer_309,0.028819444444444446,10, 6, 4,gpt-4-Chat1
127,scammer_311,0.04662037037037037,5, 3, 2,gpt-4-Chat1
128,scammer_315,0.13277777777777777,4, 3, 1,gpt-4-Chat1
129,scammer_317,0.1,19, 10, 9,gpt-3.5-turbo-Chat2
130,scammer_318,5.403275462962963,3, 2, 1,gpt-3.5-turbo-Chat2
131,scammer_320,1.4980439814814814,6, 4, 2,gpt-3.5-turbo-Chat2
132,scammer_321,1.4995138888888888,67, 47, 20,gpt-3.5-turbo-Chat2
133,scammer_328,0.01392361111111111,3, 2, 1,gpt-3.5-turbo-Chat2
134,scammer_329,0.006701388888888889,3, 2, 1,gpt-3.5-turbo-Chat2
135,scammer_330,0.29160879629629627,6, 3, 3,gpt-3.5-turbo-Chat2
136,scammer_332,0.7731712962962963,43, 33, 10,gpt-4-Chat1
137,scammer_333,4.817476851851852,17, 9, 8,gpt-4-Chat1
138,scammer_335,1.4236342592592592,3, 2, 1,gpt-3.5-turbo-Chat2
139,scammer_341,2.2918171296296297,6, 4, 2,gpt-3.5-turbo-Chat2
140,scammer_346,0.022407407407407407,13, 7, 6,gpt-4-Chat1
141,scammer_347,4.77175925925926,28, 15, 13,gpt-3.5-turbo-Chat2
142,scammer_349,3.272476851851852,6, 4, 2,gpt-4-Chat1
143,scammer_350,5.836388888888889,58, 45, 13,gpt-4-Chat1
144,scammer_354,0.07811342592592592,9, 5, 4,gpt-3.5-turbo-Chat2
145,scammer_355,0.02789351851851852,3, 2, 1,gpt-3.5-turbo-Chat2
146,scammer_357,2.0267476851851853,13, 7, 6,gpt-3.5-turbo-Chat2
147,scammer_358,0.8094212962962963,17, 13, 4,gpt-4-Chat1
148,scammer_359,10.08488425925926,27, 17, 10,gpt-4-Chat1
149,scammer_362,2.1734953703703703,7, 4, 3,gpt-4-Chat1
150,scammer_369,0.0,2, 1, 1,gpt-4-Chat1
151,scammer_371,9.752962962962963,66, 47, 19,gpt-4-Chat1
152,scammer_372,0.06770833333333333,7, 4, 3,gpt-4-Chat1
153,scammer_374,5.6513078703703705,18, 13, 5,gpt-4-Chat1
154,scammer_375,1.9655671296296295,16, 13, 3,gpt-4-Chat1
155,scammer_376,6.159664351851852,9, 5, 4,gpt-4-Chat1
156,scammer_377,0.07717592592592593,6, 3, 3,gpt-3.5-turbo-Chat2
157,scammer_380,1.0470023148148149,3, 2, 1,gpt-3.5-turbo-Chat2
158,scammer_381,5.582696759259259,29, 15, 14,gpt-3.5-turbo-Chat2
159,scammer_382,0.21561342592592592,6, 4, 2,gpt-3.5-turbo-Chat2
160,scammer_388,0.03068287037037037,16, 8, 8,gpt-3.5-turbo-Chat2
161,scammer_389,0.0007060185185185185,3, 2, 1,gpt-3.5-turbo-Chat2
162,scammer_390,6.364074074074074,55, 34, 21,gpt-3.5-turbo-Chat2
163,scammer_391,0.1255324074074074,94, 49, 45,gpt-3.5-turbo-Chat2
164,scammer_392,16.78238425925926,26, 17, 9,gpt-4-Chat1
165,scammer_394,2.8851851851851853,8, 4, 4,gpt-3.5-turbo-Chat2
166,scammer_395,0.7559027777777778,24, 20, 4,gpt-3.5-turbo-Chat2
167,scammer_401,0.2840509259259259,3, 2, 1,gpt-4-Chat1
168,scammer_403,2.987037037037037,9, 6, 3,gpt-4-Chat1
169,scammer_404,0.8979166666666667,6, 3, 3,gpt-3.5-turbo-Chat2
170,scammer_407,0.0,2, 1, 1,gpt-3.5-turbo-Chat2
171,scammer_408,6.73587962962963,8, 5, 3,gpt-3.5-turbo-Chat2
172,scammer_409,4.666458333333333,43, 22, 21,gpt-3.5-turbo-Chat2
173,scammer_411,0.028252314814814813,13, 7, 6,gpt-4-Chat1
174,scammer_412,0.25471064814814814,11, 6, 5,gpt-4-Chat1
175,scammer_414,2.3950694444444443,9, 6, 3,gpt-3.5-turbo-Chat2
176,scammer_419,0.00949074074074074,7, 4, 3,gpt-3.5-turbo-Chat2
177,scammer_422,4.3904861111111115,10, 6, 4,gpt-3.5-turbo-Chat2
178,scammer_425,0.0008101851851851852,3, 2, 1,gpt-4-Chat1
179,scammer_427,9.947557870370371,24, 13, 11,gpt-4-Chat1
180,scammer_428,0.0,2, 1, 1,gpt-4-Chat1
181,scammer_429,6.542951388888889,9, 5, 4,gpt-3.5-turbo-Chat2
182,scammer_435,6.914710648148148,15, 8, 7,gpt-3.5-turbo-Chat2
183,scammer_438,2.053263888888889,40, 32, 8,gpt-3.5-turbo-Chat2
184,scammer_440,0.16042824074074075,3, 2, 1,gpt-4-Chat1
185,scammer_445,4.376215277777778,5, 3, 2,gpt-3.5-turbo-Chat2
186,scammer_447,6.795775462962963,33, 20, 13,gpt-4-Chat1
187,scammer_453,0.005810185185185186,3, 2, 1,gpt-4-Chat1
188,scammer_455,4.418460648148148,5, 4, 1,gpt-4-Chat1
189,scammer_463,9.04429398148148,13, 6, 7,gpt-3.5-turbo-Chat2
190,scammer_464,6.033912037037037,14, 8, 6,gpt-3.5-turbo-Chat2
191,scammer_465,4.850023148148148,9, 6, 3,gpt-3.5-turbo-Chat2
192,scammer_466,0.2903472222222222,13, 12, 1,gpt-4-Chat1
193,scammer_467,0.7040856481481481,3, 2, 1,gpt-3.5-turbo-Chat2
194,scammer_472,7.239398148148148,18, 11, 7,gpt-3.5-turbo-Chat2
195,scammer_478,5.511712962962963,29, 15, 14,gpt-3.5-turbo-Chat2
196,scammer_481,0.0,2, 1, 1,gpt-4-Chat1
197,scammer_486,0.10788194444444445,4, 2, 2,gpt-3.5-turbo-Chat2
198,scammer_488,0.04951388888888889,9, 5, 4,gpt-4-Chat1
199,scammer_489,0.017395833333333333,9, 5, 4,gpt-4-Chat1
200,scammer_490,8.417233796296296,11, 7, 4,gpt-3.5-turbo-Chat2
201,scammer_494,6.577685185185185,15, 11, 4,gpt-3.5-turbo-Chat2
202,scammer_497,1.903900462962963,3, 2, 1,gpt-4-Chat1
203,scammer_503,0.00917824074074074,3, 2, 1,gpt-4-Chat1
204,scammer_504,6.112881944444444,9, 5, 4,gpt-4-Chat1
205,scammer_509,0.0503125,5, 3, 2,gpt-4-Chat1
206,scammer_515,0.15758101851851852,9, 5, 4,gpt-4-Chat1
207,scammer_516,16.598460648148148,9, 5, 4,gpt-3.5-turbo-Chat2
208,scammer_517,1.053576388888889,10, 5, 5,gpt-3.5-turbo-Chat2
209,scammer_519,0.7563657407407407,16, 13, 3,gpt-4-Chat1
210,scammer_520,7.066655092592592,17, 9, 8,gpt-4-Chat1
211,scammer_522,5.725578703703704,19, 11, 8,gpt-4-Chat1
212,scammer_524,0.0051967592592592595,3, 2, 1,gpt-4-Chat1
213,scammer_527,0.12506944444444446,6, 3, 3,gpt-4-Chat1
214,scammer_531,0.0,2, 1, 1,gpt-3.5-turbo-Chat2
215,scammer_537,17.868460648148147,33, 23, 10,gpt-3.5-turbo-Chat2
216,scammer_538,0.01324074074074074,12, 6, 6,gpt-3.5-turbo-Chat2
217,scammer_539,0.01885416666666667,3, 2, 1,gpt-3.5-turbo-Chat2
218,scammer_542,0.012835648148148148,7, 4, 3,gpt-4-Chat1
219,scammer_543,5.777256944444445,7, 4, 3,gpt-4-Chat1
220,scammer_545,9.958055555555555,18, 9, 9,gpt-4-Chat1
221,scammer_546,8.420590277777778,22, 12, 10,gpt-4-Chat1
222,scammer_547,27.37505787037037,32, 16, 16,gpt-4-Chat1
223,scammer_548,0.47215277777777775,7, 6, 1,gpt-3.5-turbo-Chat2
224,scammer_549,0.9332291666666667,10, 5, 5,gpt-4-Chat1
225,scammer_550,0.09810185185185186,8, 4, 4,gpt-3.5-turbo-Chat2
226,scammer_555,4.217326388888889,5, 3, 2,gpt-3.5-turbo-Chat2
227,scammer_556,21.03837962962963,5, 2, 3,gpt-4-Chat1
228,scammer_558,5.437094907407407,11, 6, 5,gpt-3.5-turbo-Chat2
229,scammer_560,24.20380787037037,18, 10, 8,gpt-3.5-turbo-Chat2
230,scammer_561,5.000277777777778,9, 6, 3,gpt-4-Chat1
231,scammer_562,7.852407407407408,11, 6, 5,gpt-3.5-turbo-Chat2
232,scammer_563,5.002916666666667,14, 7, 7,gpt-3.5-turbo-Chat2
233,scammer_567,5.666111111111111,28, 19, 9,gpt-4-Chat1
234,scammer_568,0.2904861111111111,8, 7, 1,gpt-3.5-turbo-Chat2
235,scammer_570,0.03462962962962963,7, 4, 3,gpt-4-Chat1
236,scammer_571,0.04292824074074074,4, 2, 2,gpt-3.5-turbo-Chat2
237,scammer_576,0.819212962962963,7, 4, 3,gpt-4-Chat1
238,scammer_579,9.267569444444444,7, 4, 3,gpt-4-Chat1
239,scammer_582,0.0,2, 1, 1,gpt-3.5-turbo-Chat2
240,scammer_589,0.0171875,3, 2, 1,gpt-3.5-turbo-Chat2
241,scammer_603,2.2519560185185186,7, 4, 3,gpt-3.5-turbo-Chat2
242,scammer_607,0.7690162037037037,13, 7, 6,gpt-4-Chat1
243,scammer_608,0.007893518518518518,3, 2, 1,gpt-4-Chat1
244,scammer_610,0.0007986111111111112,3, 2, 1,gpt-4-Chat1
245,scammer_611,0.0,2, 1, 1,gpt-3.5-turbo-Chat2
246,scammer_612,2.999247685185185,37, 30, 7,gpt-4-Chat1
247,scammer_613,0.12145833333333333,3, 2, 1,gpt-3.5-turbo-Chat2
248,scammer_621,0.02917824074074074,7, 4, 3,gpt-3.5-turbo-Chat2
249,scammer_622,0.8298842592592592,21, 12, 9,gpt-4-Chat1
250,scammer_625,0.00016203703703703703,3, 2, 1,gpt-3.5-turbo-Chat2
251,scammer_626,2.9117824074074075,6, 4, 2,gpt-3.5-turbo-Chat2
252,scammer_627,10.04111111111111,4, 2, 2,gpt-4-Chat1
253,scammer_635,4.771817129629629,48, 25, 23,gpt-3.5-turbo-Chat2
254,scammer_639,0.47912037037037036,7, 4, 3,gpt-3.5-turbo-Chat2
255,scammer_642,2.489027777777778,5, 3, 2,gpt-4-Chat1
256,scammer_643,0.006863425925925926,3, 2, 1,gpt-3.5-turbo-Chat2
257,scammer_644,2.1466319444444446,5, 3, 2,gpt-3.5-turbo-Chat2
258,scammer_646,1.0615625,12, 6, 6,gpt-3.5-turbo-Chat2
259,scammer_648,0.0002546296296296296,3, 2, 1,gpt-3.5-turbo-Chat2
260,scammer_649,4.508900462962963,10, 6, 4,gpt-3.5-turbo-Chat2
261,scammer_654,0.0,5, 3, 2,gpt-4-Chat1
262,scammer_655,0.0006712962962962962,4, 3, 1,gpt-4-Chat1
263,scammer_658,0.038391203703703705,3, 2, 1,gpt-4-Chat1
264,scammer_662,3.221875,23, 12, 11,gpt-3.5-turbo-Chat2
265,scammer_665,0.0,2, 1, 1,gpt-3.5-turbo-Chat2
266,scammer_666,0.18746527777777777,22, 12, 10,gpt-4-Chat1
267,scammer_674,4.063217592592593,11, 6, 5,gpt-4-Chat1
268,scammer_676,0.5082986111111111,29, 17, 12,gpt-3.5-turbo-Chat2
269,scammer_679,4.8968287037037035,40, 23, 17,gpt-4-Chat1
270,scammer_682,0.2858449074074074,8, 7, 1,gpt-4-Chat1
271,scammer_683,0.045474537037037036,14, 7, 7,gpt-3.5-turbo-Chat2
272,scammer_684,4.135856481481482,38, 20, 18,gpt-4-Chat1
273,scammer_685,0.4738773148148148,5, 3, 2,gpt-4-Chat1
274,scammer_688,2.978263888888889,6, 3, 3,gpt-3.5-turbo-Chat2
275,scammer_689,0.19744212962962962,9, 7, 2,gpt-4-Chat1
276,scammer_692,1.3920949074074074,3, 1, 2,gpt-3.5-turbo-Chat2
277,scammer_693,0.06572916666666667,5, 3, 2,gpt-4-Chat1
278,scammer_694,19.0475,75, 43, 32,gpt-3.5-turbo-Chat2
279,scammer_695,0.6643865740740741,37, 19, 18,gpt-3.5-turbo-Chat2
280,scammer_696,0.1561574074074074,9, 5, 4,gpt-4-Chat1
281,scammer_697,4.624907407407408,5, 3, 2,gpt-4-Chat1
282,scammer_702,16.84048611111111,15, 8, 7,gpt-3.5-turbo-Chat2
283,scammer_708,0.2169560185185185,9, 5, 4,gpt-3.5-turbo-Chat2
284,scammer_712,4.4990856481481485,10, 5, 5,gpt-4-Chat1
285,scammer_717,17.430497685185184,19, 10, 9,gpt-3.5-turbo-Chat2
286,scammer_718,0.013865740740740741,3, 2, 1,gpt-3.5-turbo-Chat2
287,scammer_719,5.816701388888889,5, 3, 2,gpt-4-Chat1
288,scammer_721,8.911284722222222,11, 7, 4,gpt-4-Chat1
289,scammer_722,0.00037037037037037035,3, 2, 1,gpt-3.5-turbo-Chat2
290,scammer_727,23.64434027777778,10, 5, 5,gpt-4-Chat1
291,scammer_728,1.103761574074074,4, 2, 2,gpt-4-Chat1
292,scammer_730,0.03908564814814815,3, 2, 1,gpt-4-Chat1
293,scammer_734,11.915335648148147,51, 30, 21,gpt-3.5-turbo-Chat2
294,scammer_735,0.0,2, 1, 1,gpt-3.5-turbo-Chat2
295,scammer_736,0.0006481481481481481,3, 2, 1,gpt-4-Chat1
296,scammer_739,6.044907407407408,14, 8, 6,gpt-4-Chat1
297,scammer_740,0.004756944444444445,9, 5, 4,gpt-3.5-turbo-Chat2
298,scammer_741,0.04185185185185185,7, 6, 1,gpt-4-Chat1
299,scammer_742,8.491747685185185,25, 13, 12,gpt-4-Chat1
300,scammer_743,0.13765046296296296,4, 2, 2,gpt-3.5-turbo-Chat2
301,scammer_748,0.44753472222222224,17, 9, 8,gpt-3.5-turbo-Chat2
302,scammer_755,3.144363425925926,12, 7, 5,gpt-4-Chat1
303,scammer_758,1.49375,4, 3, 1,gpt-3.5-turbo-Chat2
304,scammer_766,1.2480092592592593,17, 11, 6,gpt-4-Chat1
305,scammer_770,1.1833680555555555,12, 7, 5,gpt-3.5-turbo-Chat2
306,scammer_771,12.819050925925925,7, 4, 3,gpt-3.5-turbo-Chat2
307,scammer_772,5.215925925925926,21, 11, 10,gpt-4-Chat1
308,scammer_773,10.896400462962964,49, 27, 22,gpt-4-Chat1
309,scammer_774,12.065891203703703,5, 4, 1,gpt-3.5-turbo-Chat2
310,scammer_775,11.066481481481482,23, 18, 5,gpt-4-Chat1
311,scammer_777,0.0005092592592592592,3, 2, 1,gpt-3.5-turbo-Chat2
312,scammer_778,0.020555555555555556,5, 3, 2,gpt-3.5-turbo-Chat2
313,scammer_779,11.536493055555555,90, 47, 43,gpt-4-Chat1
314,scammer_781,7.295011574074074,20, 10, 10,gpt-3.5-turbo-Chat2
315,scammer_784,0.06253472222222223,9, 5, 4,gpt-3.5-turbo-Chat2
316,scammer_786,0.5834606481481481,4, 2, 2,gpt-4-Chat1
317,scammer_793,0.021516203703703704,4, 2, 2,gpt-3.5-turbo-Chat2
318,scammer_797,4.313564814814815,13, 12, 1,gpt-4-Chat1
319,scammer_801,4.1255092592592595,4, 2, 2,gpt-3.5-turbo-Chat2
320,scammer_802,0.00032407407407407406,3, 2, 1,gpt-4-Chat1
321,scammer_805,5.715740740740741,35, 19, 16,gpt-3.5-turbo-Chat2
322,scammer_806,0.09340277777777778,7, 4, 3,gpt-3.5-turbo-Chat2
323,scammer_809,6.906574074074074,59, 31, 28,gpt-4-Chat1
324,scammer_815,1.0417361111111112,18, 9, 9,gpt-4-Chat1
325,scammer_816,7.608634259259259,6, 3, 3,gpt-4-Chat1
326,scammer_821,1.1562037037037036,26, 19, 7,gpt-4-Chat1
327,scammer_822,0.572662037037037,10, 8, 2,gpt-3.5-turbo-Chat2
328,scammer_826,4.230381944444445,20, 15, 5,gpt-3.5-turbo-Chat2
329,scammer_828,0.13708333333333333,9, 8, 1,gpt-3.5-turbo-Chat2
330,scammer_830,7.288240740740741,15, 8, 7,gpt-3.5-turbo-Chat2
331,scammer_832,0.00045138888888888887,3, 2, 1,gpt-4-Chat1
332,scammer_837,12.90324074074074,45, 32, 13,gpt-4-Chat1
333,scammer_843,0.2311574074074074,9, 5, 4,gpt-3.5-turbo-Chat2
334,scammer_846,0.8215972222222222,20, 13, 7,gpt-3.5-turbo-Chat2
335,scammer_849,6.119641203703703,12, 7, 5,gpt-3.5-turbo-Chat2
336,scammer_850,23.223425925925927,42, 24, 18,gpt-4-Chat1
337,scammer_852,0.81125,8, 4, 4,gpt-3.5-turbo-Chat2
338,scammer_853,5.127407407407407,34, 19, 15,gpt-4-Chat1
339,scammer_860,0.020057870370370372,5, 3, 2,gpt-4-Chat1
340,scammer_865,0.03484953703703704,4, 2, 2,gpt-4-Chat1
341,scammer_867,0.0032523148148148147,7, 4, 3,gpt-4-Chat1
342,scammer_869,3.480324074074074,6, 3, 3,gpt-3.5-turbo-Chat2
343,scammer_871,8.146608796296297,11, 6, 5,gpt-4-Chat1
344,scammer_883,0.01744212962962963,5, 3, 2,gpt-3.5-turbo-Chat2
345,scammer_884,4.302152777777778,6, 3, 3,gpt-3.5-turbo-Chat2
346,scammer_886,0.06800925925925926,3, 2, 1,gpt-3.5-turbo-Chat2
347,scammer_888,6.039027777777778,21, 11, 10,gpt-3.5-turbo-Chat2
348,scammer_889,0.9064583333333334,10, 6, 4,gpt-4-Chat1
349,scammer_894,4.964756944444445,3, 2, 1,gpt-4-Chat1
350,scammer_895,0.004398148148148148,5, 3, 2,gpt-4-Chat1
351,scammer_900,10.064398148148149,33, 19, 14,gpt-4-Chat1
352,scammer_912,0.01888888888888889,3, 2, 1,gpt-3.5-turbo-Chat2
353,scammer_913,0.4814236111111111,5, 3, 2,gpt-3.5-turbo-Chat2
354,scammer_915,0.03774305555555556,10, 7, 3,gpt-4-Chat1
355,scammer_921,0.004479166666666667,3, 2, 1,gpt-3.5-turbo-Chat2
356,scammer_922,0.0,2, 1, 1,gpt-3.5-turbo-Chat2
357,scammer_924,0.17818287037037037,6, 5, 1,gpt-3.5-turbo-Chat2
358,scammer_925,1.722013888888889,16, 12, 4,gpt-3.5-turbo-Chat2
359,scammer_929,15.275208333333333,29, 19, 10,gpt-4-Chat1
360,scammer_934,0.0,2, 1, 1,gpt-4-Chat1
361,scammer_935,17.458715277777777,42, 28, 14,gpt-3.5-turbo-Chat2
362,scammer_940,0.11280092592592593,44, 24, 20,gpt-4-Chat1
363,scammer_941,0.3910763888888889,5, 4, 1,gpt-4-Chat1
